room,startDate,endDate,guest,totalPrice,status,customer_email,specialRequests
Deluxe Suite,2025-10-04,2025-10-11,2,774.29,confirmed,user_5774@example.com,None
Deluxe Suite,2025-04-26,2025-05-02,1,484.75,canceled,user_7548@example.com,None
Executive King,2025-03-07,2025-03-17,2,932.47,confirmed,user_7264@example.com,None
Presidential Suite,2025-10-06,2025-10-13,2,1188.32,confirmed,user_5546@example.com,Early check-in
Presidential Suite,2025-09-25,2025-10-03,3,1337.88,confirmed,user_8676@example.com,None
Presidential Suite,2025-07-29,2025-08-06,1,1099.78,confirmed,user_3525@example.com,Early check-in
Presidential Suite,2025-12-31,2026-01-03,4,1149.78,canceled,user_7167@example.com,None
Presidential Suite,2025-09-03,2025-09-07,1,1139.45,canceled,user_7183@example.com,Late checkout
Deluxe Suite,2025-01-21,2025-01-26,1,658.48,confirmed,user_6274@example.com,None
Deluxe Suite,2025-06-03,2025-06-05,2,484.14,confirmed,user_6788@example.com,Late checkout
Deluxe Suite,2025-05-14,2025-05-18,1,554.45,confirmed,user_2990@example.com,None
Deluxe Suite,2025-08-14,2025-08-22,1,306.71,confirmed,user_587@example.com,None
Executive King,2025-06-05,2025-06-10,2,764.16,confirmed,user_1715@example.com,Late checkout
Presidential Suite,2025-11-10,2025-11-12,3,1144.98,confirmed,user_2326@example.com,None
Executive King,2025-04-18,2025-04-23,1,805.69,confirmed,user_8915@example.com,Early check-in
Executive King,2025-09-05,2025-09-08,2,820.33,confirmed,user_1958@example.com,None
Deluxe Suite,2025-12-09,2025-12-16,2,730.18,confirmed,user_5925@example.com,None
Deluxe Suite,2025-04-27,2025-05-06,1,543.29,confirmed,user_8179@example.com,Late checkout
Deluxe Suite,2025-12-21,2025-12-30,1,642.33,confirmed,user_4741@example.com,None
Presidential Suite,2025-12-20,2025-12-31,3,1311.98,confirmed,user_2597@example.com,None
Deluxe Suite,2025-05-27,2025-05-30,2,571.87,canceled,user_8472@example.com,None
Executive King,2025-08-03,2025-08-09,2,658.62,confirmed,user_4088@example.com,None
Presidential Suite,2025-10-02,2025-10-12,3,1059.68,confirmed,user_1531@example.com,None
Executive King,2025-11-13,2025-11-19,2,962.9,confirmed,user_285@example.com,None
Deluxe Suite,2025-03-30,2025-04-03,2,698.34,confirmed,user_8259@example.com,Early check-in
Executive King,2025-04-20,2025-05-03,1,1029.16,confirmed,user_3198@example.com,None
Deluxe Suite,2025-06-07,2025-06-08,2,727.85,confirmed,user_1492@example.com,None
Deluxe Suite,2025-12-23,2025-12-27,2,497.32,confirmed,user_7156@example.com,None
Deluxe Suite,2025-02-04,2025-02-08,1,628.44,confirmed,user_7468@example.com,None
Executive King,2025-05-27,2025-06-05,2,950.16,canceled,user_6748@example.com,None
Deluxe Suite,2025-10-03,2025-10-09,1,810.23,confirmed,user_771@example.com,None
Deluxe Suite,2025-07-13,2025-07-19,1,766.36,confirmed,user_2394@example.com,Early check-in
Deluxe Suite,2025-09-19,2025-09-26,2,720.98,canceled,user_3451@example.com,None
Deluxe Suite,2025-08-29,2025-09-11,1,630.91,confirmed,user_8333@example.com,None
Deluxe Suite,2025-06-26,2025-07-04,2,553.62,confirmed,user_340@example.com,None
Executive King,2025-11-06,2025-11-17,2,687.18,canceled,user_1800@example.com,Early check-in
Deluxe Suite,2025-12-10,2025-12-11,1,629.31,confirmed,user_5670@example.com,None
Presidential Suite,2025-11-29,2025-12-02,2,1348.87,canceled,user_3628@example.com,None
Presidential Suite,2025-04-19,2025-04-27,4,1338.19,confirmed,user_6246@example.com,Late checkout
Deluxe Suite,2025-12-13,2025-12-22,2,518.64,confirmed,user_3741@example.com,None
Presidential Suite,2025-12-04,2025-12-08,1,1361.46,confirmed,user_8611@example.com,None
Presidential Suite,2025-03-25,2025-04-06,3,1288.85,canceled,user_331@example.com,None
Presidential Suite,2025-09-15,2025-09-22,1,1036.44,confirmed,user_9101@example.com,None
Executive King,2025-02-08,2025-02-17,1,1011.64,canceled,user_3155@example.com,None
Deluxe Suite,2025-06-15,2025-06-28,2,647.54,confirmed,user_2282@example.com,None
Deluxe Suite,2025-12-23,2026-01-02,1,885.14,confirmed,user_9342@example.com,None
Presidential Suite,2025-10-21,2025-10-30,4,1103.07,confirmed,user_2658@example.com,None
Deluxe Suite,2025-05-02,2025-05-08,1,866.3,confirmed,user_1823@example.com,Early check-in
Presidential Suite,2025-12-26,2026-01-02,1,1188.26,canceled,user_3361@example.com,None
Deluxe Suite,2025-02-25,2025-03-01,1,548.16,confirmed,user_2606@example.com,None
Deluxe Suite,2025-05-06,2025-05-18,2,783.32,confirmed,user_9655@example.com,Late checkout
Deluxe Suite,2025-04-23,2025-04-27,1,616.68,confirmed,user_6980@example.com,None
Presidential Suite,2025-02-14,2025-02-25,3,1035.28,confirmed,user_2309@example.com,Early check-in
Presidential Suite,2025-05-02,2025-05-12,1,1145.73,confirmed,user_6313@example.com,None
Presidential Suite,2025-07-15,2025-07-21,3,1070.69,canceled,user_4154@example.com,Late checkout
Deluxe Suite,2025-03-09,2025-03-15,1,614.25,canceled,user_2352@example.com,None
Deluxe Suite,2025-12-09,2025-12-14,2,440.49,confirmed,user_7730@example.com,None
Deluxe Suite,2025-01-21,2025-02-02,2,468.99,canceled,user_358@example.com,None
Deluxe Suite,2025-05-05,2025-05-13,2,569.21,confirmed,user_6652@example.com,Late checkout
Executive King,2025-09-06,2025-09-12,2,1150.12,confirmed,user_2834@example.com,None
Deluxe Suite,2025-01-05,2025-01-17,2,371.32,confirmed,user_6207@example.com,None
Executive King,2025-06-22,2025-06-28,1,836.14,confirmed,user_6538@example.com,None
Deluxe Suite,2025-01-20,2025-01-28,1,602.82,confirmed,user_5867@example.com,Early check-in
Executive King,2025-09-07,2025-09-14,1,898.06,confirmed,user_9802@example.com,None
Presidential Suite,2025-07-22,2025-08-02,3,1404.4,canceled,user_6068@example.com,Late checkout
Executive King,2025-06-24,2025-06-27,2,675.27,confirmed,user_2819@example.com,Early check-in
Presidential Suite,2025-11-24,2025-12-03,4,1374.87,canceled,user_3935@example.com,None
Presidential Suite,2025-11-21,2025-11-24,2,1169.33,confirmed,user_7661@example.com,None
Presidential Suite,2025-01-22,2025-01-24,4,1342.79,confirmed,user_5929@example.com,None
Deluxe Suite,2025-07-13,2025-07-25,2,765.17,confirmed,user_695@example.com,None
Executive King,2025-01-19,2025-01-22,1,981.39,confirmed,user_5668@example.com,None
Deluxe Suite,2025-05-07,2025-05-16,2,384.07,canceled,user_3175@example.com,None
Executive King,2025-12-24,2025-12-28,2,1116.42,confirmed,user_5409@example.com,None
Presidential Suite,2025-01-16,2025-01-22,3,1317.69,confirmed,user_5776@example.com,None
Executive King,2025-07-07,2025-07-13,2,947.2,confirmed,user_2555@example.com,Early check-in
Presidential Suite,2025-04-30,2025-05-07,4,1385.36,confirmed,user_9242@example.com,None
Presidential Suite,2025-11-17,2025-11-24,1,1139.03,confirmed,user_9496@example.com,None
Deluxe Suite,2025-02-01,2025-02-08,1,392.57,confirmed,user_7651@example.com,None
Executive King,2025-02-22,2025-02-24,2,959.03,confirmed,user_1228@example.com,Late checkout
Executive King,2025-10-17,2025-10-24,2,1213.95,confirmed,user_7016@example.com,Early check-in
Presidential Suite,2025-12-15,2025-12-16,1,1343.26,confirmed,user_9009@example.com,None
Executive King,2025-11-16,2025-11-28,1,645.07,confirmed,user_7818@example.com,Early check-in
Presidential Suite,2025-06-11,2025-06-20,3,1239.38,confirmed,user_9298@example.com,Late checkout
Presidential Suite,2025-07-05,2025-07-06,1,1229.04,confirmed,user_1948@example.com,None
Presidential Suite,2025-06-24,2025-07-02,1,1344.81,confirmed,user_9120@example.com,None
Presidential Suite,2025-10-08,2025-10-12,1,1385.42,confirmed,user_7122@example.com,None
Deluxe Suite,2025-04-11,2025-04-12,2,747.46,confirmed,user_1378@example.com,None
Executive King,2025-08-24,2025-08-27,2,753.69,confirmed,user_5574@example.com,Early check-in
Executive King,2025-04-10,2025-04-23,1,893.33,canceled,user_3893@example.com,Early check-in
Deluxe Suite,2025-12-09,2025-12-22,2,429.18,confirmed,user_8353@example.com,None
Presidential Suite,2025-01-03,2025-01-05,4,1021.59,confirmed,user_1461@example.com,None
Deluxe Suite,2025-08-15,2025-08-26,2,846.4,confirmed,user_4213@example.com,Early check-in
Deluxe Suite,2025-03-15,2025-03-20,2,371.2,confirmed,user_8016@example.com,None
Executive King,2025-04-21,2025-04-30,1,629.93,confirmed,user_3253@example.com,None
Deluxe Suite,2025-08-16,2025-08-25,1,811.78,confirmed,user_4214@example.com,Early check-in
Presidential Suite,2025-04-02,2025-04-10,1,1117.36,canceled,user_3866@example.com,None
Executive King,2025-06-11,2025-06-20,1,516.83,confirmed,user_8224@example.com,Early check-in
Presidential Suite,2025-05-06,2025-05-15,4,1091.23,confirmed,user_719@example.com,None
Deluxe Suite,2025-04-21,2025-04-25,1,789.29,confirmed,user_8835@example.com,Early check-in
Deluxe Suite,2025-04-08,2025-04-21,1,626.96,confirmed,user_3276@example.com,Early check-in
Presidential Suite,2025-01-04,2025-01-14,4,1203.13,canceled,user_6683@example.com,Early check-in
Deluxe Suite,2025-07-18,2025-07-28,1,634.61,confirmed,user_25@example.com,Early check-in
Presidential Suite,2025-09-24,2025-09-27,1,1335.52,canceled,user_7006@example.com,None
Presidential Suite,2025-06-24,2025-06-25,1,1209.09,canceled,user_215@example.com,Early check-in
Deluxe Suite,2025-06-23,2025-07-02,1,474.73,confirmed,user_5685@example.com,None
Executive King,2025-01-15,2025-01-17,1,1113.43,confirmed,user_5241@example.com,None
Deluxe Suite,2025-03-03,2025-03-09,2,928.15,confirmed,user_1932@example.com,None
Presidential Suite,2025-04-03,2025-04-09,2,915.83,confirmed,user_492@example.com,None
Deluxe Suite,2025-11-29,2025-12-10,1,842.49,confirmed,user_9467@example.com,Late checkout
Presidential Suite,2025-11-28,2025-12-07,2,1035.19,confirmed,user_7186@example.com,None
Executive King,2025-06-03,2025-06-05,2,880.27,confirmed,user_1296@example.com,Late checkout
Deluxe Suite,2025-09-04,2025-09-06,2,713.91,confirmed,user_2409@example.com,None
Presidential Suite,2025-02-08,2025-02-09,2,1245.9,confirmed,user_2468@example.com,None
Deluxe Suite,2025-09-12,2025-09-24,2,758.2,confirmed,user_2217@example.com,None
Executive King,2025-04-01,2025-04-09,1,716.41,confirmed,user_3947@example.com,None
Executive King,2025-09-05,2025-09-14,2,581.47,canceled,user_6689@example.com,Late checkout
Deluxe Suite,2025-08-29,2025-09-05,1,587.32,confirmed,user_3929@example.com,None
Executive King,2025-12-15,2025-12-19,1,699.16,confirmed,user_3162@example.com,None
Deluxe Suite,2025-02-27,2025-02-28,2,673.07,canceled,user_1913@example.com,Late checkout
Executive King,2025-08-25,2025-09-02,2,898.63,confirmed,user_7423@example.com,None
Presidential Suite,2025-03-17,2025-03-20,1,1065.18,confirmed,user_7470@example.com,Late checkout
Executive King,2025-05-12,2025-05-17,2,600.45,confirmed,user_8275@example.com,None
Deluxe Suite,2025-02-10,2025-02-18,1,535.49,confirmed,user_4570@example.com,None
Presidential Suite,2025-07-14,2025-07-19,3,1212.95,confirmed,user_3607@example.com,None
Presidential Suite,2025-06-30,2025-07-09,2,1124.37,confirmed,user_8445@example.com,None
Deluxe Suite,2025-09-06,2025-09-19,1,587.77,confirmed,user_5445@example.com,None
Executive King,2025-04-13,2025-04-20,2,645.51,confirmed,user_5810@example.com,None
Executive King,2025-08-27,2025-08-31,1,687.65,confirmed,user_6028@example.com,None
Executive King,2025-01-25,2025-01-30,2,707.51,confirmed,user_4591@example.com,Late checkout
Executive King,2025-01-16,2025-01-23,2,743.57,confirmed,user_8501@example.com,None
Deluxe Suite,2025-10-14,2025-10-25,2,337.74,confirmed,user_3551@example.com,None
Deluxe Suite,2025-02-17,2025-02-21,1,619.96,confirmed,user_152@example.com,None
Deluxe Suite,2025-11-17,2025-11-18,2,419.14,confirmed,user_3854@example.com,Early check-in
Presidential Suite,2025-06-16,2025-06-17,2,1172.85,canceled,user_3664@example.com,None
Deluxe Suite,2025-05-21,2025-05-30,1,458.69,confirmed,user_3408@example.com,Early check-in
Presidential Suite,2025-07-11,2025-07-18,1,1268.1,confirmed,user_7106@example.com,None
Executive King,2025-02-12,2025-02-15,1,790.96,confirmed,user_6871@example.com,Early check-in
Presidential Suite,2025-06-17,2025-06-26,2,1268.22,confirmed,user_2240@example.com,None
Executive King,2025-08-28,2025-09-10,2,477.0,confirmed,user_4986@example.com,Early check-in
Deluxe Suite,2025-05-31,2025-06-04,2,764.57,confirmed,user_3093@example.com,None
Deluxe Suite,2025-07-25,2025-08-01,2,781.79,confirmed,user_4690@example.com,None
Deluxe Suite,2025-05-06,2025-05-18,1,639.19,confirmed,user_139@example.com,None
Deluxe Suite,2025-11-30,2025-12-09,1,490.72,confirmed,user_49@example.com,None
Presidential Suite,2025-02-16,2025-02-21,2,1008.29,confirmed,user_6432@example.com,None
Executive King,2025-01-14,2025-01-21,1,871.01,confirmed,user_6547@example.com,None
Executive King,2025-12-27,2026-01-06,1,1000.35,canceled,user_6361@example.com,None
Executive King,2025-01-06,2025-01-08,1,806.58,confirmed,user_3802@example.com,None
Presidential Suite,2025-09-23,2025-09-26,3,1256.8,confirmed,user_8399@example.com,None
Executive King,2025-06-03,2025-06-09,2,787.49,confirmed,user_2195@example.com,None
Presidential Suite,2025-11-05,2025-11-07,3,1227.85,confirmed,user_1742@example.com,None
Deluxe Suite,2025-08-21,2025-08-27,1,923.3,confirmed,user_4757@example.com,Late checkout
Deluxe Suite,2025-10-05,2025-10-13,1,453.37,confirmed,user_2461@example.com,None
Deluxe Suite,2025-03-09,2025-03-22,1,705.2,canceled,user_7817@example.com,None
Deluxe Suite,2025-10-15,2025-10-25,2,610.05,confirmed,user_5285@example.com,None
Executive King,2025-06-27,2025-07-03,1,847.48,confirmed,user_3676@example.com,None
Presidential Suite,2025-09-05,2025-09-08,2,1228.45,confirmed,user_4138@example.com,None
Executive King,2025-06-17,2025-06-21,2,654.03,confirmed,user_3901@example.com,None
Presidential Suite,2025-04-04,2025-04-06,4,918.38,canceled,user_9865@example.com,Early check-in
Presidential Suite,2025-11-15,2025-11-19,3,1272.34,confirmed,user_1014@example.com,Early check-in
Executive King,2025-07-28,2025-07-31,2,614.35,canceled,user_7786@example.com,None
Deluxe Suite,2025-12-19,2025-12-31,2,766.04,canceled,user_2817@example.com,None
Presidential Suite,2025-08-18,2025-08-30,3,1296.18,confirmed,user_5738@example.com,Late checkout
Executive King,2025-05-19,2025-05-25,2,859.49,confirmed,user_8326@example.com,None
Executive King,2025-07-26,2025-07-30,2,602.92,confirmed,user_3074@example.com,None
Executive King,2025-04-12,2025-04-13,1,881.41,confirmed,user_2668@example.com,Early check-in
Presidential Suite,2025-03-10,2025-03-14,3,1044.17,confirmed,user_2187@example.com,None
Executive King,2025-10-04,2025-10-13,1,726.09,confirmed,user_8758@example.com,Late checkout
Executive King,2025-12-28,2025-12-29,2,885.41,confirmed,user_7024@example.com,None
Deluxe Suite,2025-04-19,2025-04-22,2,655.12,confirmed,user_86@example.com,Early check-in
Presidential Suite,2025-11-09,2025-11-12,4,1152.97,confirmed,user_1700@example.com,None
Executive King,2025-02-14,2025-02-21,2,816.82,confirmed,user_4757@example.com,None
Executive King,2025-05-02,2025-05-13,1,1061.7,confirmed,user_8306@example.com,None
Deluxe Suite,2025-01-11,2025-01-23,2,578.09,confirmed,user_146@example.com,None
Executive King,2025-03-13,2025-03-21,2,711.06,canceled,user_8328@example.com,None
Executive King,2025-07-14,2025-07-17,1,669.76,confirmed,user_9137@example.com,None
Deluxe Suite,2025-04-03,2025-04-04,2,680.19,confirmed,user_204@example.com,None
Deluxe Suite,2025-10-22,2025-11-04,2,450.63,confirmed,user_9540@example.com,Early check-in
Presidential Suite,2025-11-01,2025-11-11,3,1297.67,canceled,user_192@example.com,None
Deluxe Suite,2025-09-08,2025-09-17,1,904.29,confirmed,user_9359@example.com,None
Deluxe Suite,2025-11-17,2025-11-25,2,743.77,confirmed,user_9813@example.com,Early check-in
Presidential Suite,2025-04-28,2025-05-01,4,1002.11,confirmed,user_5057@example.com,None
Presidential Suite,2025-06-30,2025-07-11,3,1169.55,confirmed,user_2104@example.com,Early check-in
Presidential Suite,2025-08-12,2025-08-14,4,999.28,confirmed,user_5991@example.com,Late checkout
Deluxe Suite,2025-03-23,2025-04-05,1,586.92,confirmed,user_2604@example.com,Late checkout
Deluxe Suite,2025-08-09,2025-08-19,1,622.65,confirmed,user_5626@example.com,None
Presidential Suite,2025-04-06,2025-04-17,2,1157.51,confirmed,user_3306@example.com,Early check-in
Deluxe Suite,2025-06-08,2025-06-20,1,640.28,confirmed,user_5255@example.com,None
Executive King,2025-11-14,2025-11-27,1,1026.95,confirmed,user_3792@example.com,None
Presidential Suite,2025-01-29,2025-02-10,4,1015.28,confirmed,user_1925@example.com,Early check-in
Deluxe Suite,2025-10-04,2025-10-11,2,796.12,confirmed,user_8995@example.com,Early check-in
Deluxe Suite,2025-11-28,2025-12-08,2,451.83,confirmed,user_615@example.com,None
Deluxe Suite,2025-04-04,2025-04-06,1,739.98,canceled,user_8841@example.com,None
Presidential Suite,2025-08-06,2025-08-07,4,1373.38,confirmed,user_7485@example.com,Early check-in
Executive King,2025-08-27,2025-09-05,2,736.86,confirmed,user_6204@example.com,None
Deluxe Suite,2025-04-20,2025-05-02,2,371.11,confirmed,user_3046@example.com,Early check-in
Presidential Suite,2025-11-22,2025-11-29,4,1292.68,confirmed,user_3940@example.com,Early check-in
Deluxe Suite,2025-09-14,2025-09-22,2,515.76,confirmed,user_8799@example.com,None
Deluxe Suite,2025-10-29,2025-11-06,2,365.45,confirmed,user_2103@example.com,None
Presidential Suite,2025-04-14,2025-04-21,1,1235.09,confirmed,user_1205@example.com,Early check-in
Executive King,2025-10-03,2025-10-14,2,742.6,canceled,user_956@example.com,Early check-in
Deluxe Suite,2025-12-31,2026-01-03,2,336.27,confirmed,user_2828@example.com,None
Presidential Suite,2025-10-31,2025-11-05,3,1295.77,confirmed,user_165@example.com,None
Executive King,2025-07-02,2025-07-06,1,960.71,confirmed,user_4804@example.com,Early check-in
Executive King,2025-03-09,2025-03-18,1,1103.01,canceled,user_4478@example.com,Early check-in
Executive King,2025-06-02,2025-06-15,2,905.55,confirmed,user_5741@example.com,None
Deluxe Suite,2025-02-20,2025-03-03,1,623.87,confirmed,user_5232@example.com,None
Executive King,2025-10-15,2025-10-26,1,978.43,confirmed,user_7031@example.com,Late checkout
Deluxe Suite,2025-12-09,2025-12-14,2,775.67,confirmed,user_2904@example.com,None
Executive King,2025-11-17,2025-11-20,2,619.1,confirmed,user_9941@example.com,None
